Title,Company,Company_Rating,Company_Reviews,Location,Salary_Range,Experience,Post_Day,Tags,Description
Data Scientist,Bureau,2.7,5,['Bengaluru'],Not disclosed,5-7 Yrs,13 Days Ago,"['Computer science', 'Health insurance', 'Data analysis', 'Backend', 'data science', 'Data modeling', 'Machine learning', 'Financial services']",Proficiency in Python and scaling out to the cloud (AWS / Databricks/Azure) . Strong fa...
Data Scientist,Idexcel Technologies,3.4,103,"['Hyderabad', 'Bengaluru']",Not disclosed,2-7 Yrs,7 Days Ago,"['OCR', 'NLP', 'Image Processing', 'Artificial Intelligence', 'Time Series', 'Computer Vision', 'AWS', 'Machine Learning']",Minimum of 2 to 8 years of relevant experience in implementing and deploying Machine Le...
Data Scientist - Engineering Applications,Codevian Technologies,3.5,9,['Pune'],Not disclosed,2-5 Yrs,13 Days Ago,"['advanced analytics', 'Data analysis', 'Application engineering', 'data science', 'Compliance', 'Analytical', 'Machine learning', 'Data collection']",Utilize data science techniques to analyze and interpret complex data from isome...
Data Scientist (Leadership Role),Fortune Global 500 Industrial Automation Firm,No rating,No reviews,['Bengaluru'],Not disclosed,12-20 Yrs,12 Days Ago,"['Tensorflow', 'Artificial Intelligence', 'Keras', 'Machine Learning', 'Scikit-Learn', 'Pytorch', 'Data', 'Intelligence']","You should have bachelors or masters degree in computer science, Statistics or Mathemat..."
Data Scientist,Xebia,No rating,No reviews,['Bengaluru'],Not disclosed,3-6 Yrs,7 Days Ago,"['Java', 'Rest APIs', 'HTTP', 'Autosys', 'Spring boot', 'SciPy', 'Linux shell', 'PySpark']","B Tech from Tier-1 college i.e IITs, NITs, IIITs, BITS, ISI, VTU, SRM or Manipal. . Not..."
Data Scientist,Software,No rating,No reviews,['Bengaluru'],Not disclosed,9-12 Yrs,11 Days Ago,"['Data Science', 'Machine Learning', 'Python', 'Machine', 'Data', 'Science']",Roles and Responsibilities. Data Scientist: BE/ B Tech / M Tech/ MCA in computer scienc...
Renewable Energy Forecasting Expert; Data scientist,"Jade Business Services, a US Data and Analytics.",No rating,No reviews,['Remote'],Not disclosed,7-12 Yrs,11 Days Ago,"['Renewable Energy expert', 'Data Science', 'Machine Learning', 'Science', 'Renewable energy', 'Forecasting', 'Machine', 'Energy']",Minimum of 5+ years of experience in developing and deploying machine learning models f...
Data Scientist,Williams Lea,4.1,409,"['Kochi', 'Chennai']",Not disclosed,5-7 Yrs,10 Days Ago,"['Computer science', 'Data analysis', 'data science', 'Analytical', 'Machine learning', 'Data processing', 'Data quality', 'Financial services']",Data Analysis and Interpretation    Analyse large and complex datasets to derive act...
Data Scientist,Global Pharma Tek,3.3,21,['Pune'],Not disclosed,5-9 Yrs,8 Days Ago,"['Data Science', 'python', 'r', 'data mining', 'social network analysis', 'machine learning', 'artificial intelligence', 'statistics']",years of proven Data Science experience and involvement in packaged platform delivery a...
Data Scientist - Python & SQL Focus,Viaprom Technologies,No rating,No reviews,['Kolkata'],Not disclosed,4-6 Yrs,12 Days Ago,"['Python', 'Machine Learning Model Development', 'Data Scientist', 'Hadoop', 'Data Analysis', 'Data Visualization', 'Spark', 'relational databases']","Skills and Qualifications: A. Bachelors or Masters degree in Computer Science, Statisti..."
Data Scientist,GOPHERS.IN,4.6,6,['Noida'],Not disclosed,4-8 Yrs,10 Days Ago,"['Data Science', 'Azure', 'relational databases', 'machine learning', 'data engineering', 'SQL', 'Google Cloud', 'PyTorch']","Required Qualifications: . Bachelors or Masters degree in Data Science, Statistics, Com..."
Data Scientist,M And C Property Development,4.0,11,['Chennai'],Not disclosed,3-5 Yrs,13 Days Ago,"['Data Science', 'python', 'r', 'spark', 'data mining', 'machine learning', 'data engineering', 'sql']","Required Qualifications : . Educational Qualification: MCA, BE, or BTech in Computer Sc..."
Data Scientist (Databricks),Codevian Technologies,3.5,9,['Pune'],Not disclosed,2-4 Yrs,13 Days Ago,"['security compliance', 'Data analysis', 'Translation', 'data science', 'spark', 'Machine learning', 'data integrity', 'data privacy']","Design, build, and deploy scalable machine learning models on the Databricks pla..."
Data Scientist,Automotive Robotics (ARI),3.7,212,['Chennai'],20-22.5 Lacs PA,7-9 Yrs,13 Days Ago,"['Artificial Intelligence', 'Pandas', 'Data Modeling', 'Machine Learning', 'Numpy', 'Intelligence', 'Modeling', 'Machine']","Experience: 7 to 9 yrs. Experience in lib like Numpy, Panda"
Data Scientist,Hexagon Capability Center India Pvt.Ltd.,4.1,271,['Hyderabad'],Not disclosed,3-7 Yrs,14 Days Ago,"['Training', 'Resource optimization', 'data science', 'devops', 'Machine learning', 'Cloud', 'Engineering Design', 'Information management']","Experience building pipelines for model training, evaluation, and continuous deployment..."
Data Scientist,MSC Software,3.9,26,['Hyderabad'],Not disclosed,3-7 Yrs,14 Days Ago,"['Training', 'Resource optimization', 'data science', 'devops', 'Machine learning', 'Cloud', 'Engineering Design', 'Information management']","Experience building pipelines for model training, evaluation, and continuous deployment..."
Urgent Hiring For Data Scientist,Thoughtspark Services,No rating,No reviews,['Hyderabad'],Not disclosed,3-6 Yrs,14 Days Ago,"['Data Science', 'HL7', 'Artificial Intelligence', 'Hippa Regulations', 'Machine Learning', 'Natural Language Processing', 'LLM', 'Intelligence']",Core Technical Skills: . AI and Machine Learning : Proficiency in various AI and machin...
Data Scientist,Prodapt Solutions,3.7,796,"['Hybrid', 'Chennai']",Not disclosed,7-10 Yrs,7 Days Ago,"['Data Science', 'Artificial Intelligence', 'Machine Learning', 'Deep Learning', 'Python', 'Machine', 'Intelligence', 'Data']",Location: Chennai. Notice Period: 0-30days. Employment Type: Full Time. Education: Bach...
Data Scientist,Apollo 247,4.1,4132,['Gurugram'],12-22 Lacs PA,3-8 Yrs,7 Days Ago,"['Product Management', 'Management', 'Data']",Qualification: Master in Computer Science or Mathematics from Tier I colleges (or. equi...
Data Scientist (Pytotrch/Tensorflow),Uplers,4.2,340,['Remote'],20-32.5 Lacs PA,3-6 Yrs,9 Days Ago,"['Data Science', 'Pytorch', 'Machine Learning', 'Tensorflow', 'NoSQL', 'Deep Learning', 'Python', 'Science']","Data Scientist (Remote) Experience: 3+ yearsSalary : USD 25, 000-40, 000 / yearExpected..."
Data Scientist,Spidernine,No rating,No reviews,['Pune'],Not disclosed,3-7 Yrs,10 Days Ago,"['Machine learning', 'Programming', 'data visualization', 'Python', 'Data', 'Program', 'Machine']",The ideal candidate will have experience with machine learning algorithms and data visu...
Data Scientist,Travelfika,3.8,4,"['Salem', 'Coimbatore']",Not disclosed,3-7 Yrs,10 Days Ago,"['algorithms', 'python', 'modeling', 'data analysis', 'natural language processing', 'predictive', 'machine learning', 'data collection']",Experience in Data Science and AI Technologies
Data Scientist,Square Panda,3.8,76,['Mumbai'],Not disclosed,3-5 Yrs,10 Days Ago,"['Statistical programming', 'data science', 'Analytical', 'Machine learning', 'Data collection', 'data visualization', 'Data mining', 'SQL']",They should be able to translate various forms of marketing data into compelling insigh...
Data Scientist,"MUTUAL MOBILE, INC.",4.3,38,['Hyderabad'],Not disclosed,8-13 Yrs,10 Days Ago,"['advanced analytics', 'Product engineering', 'Business transformation', 'Technology consulting', 'Machine learning', 'Silicon', 'Medical insurance', 'Forecasting']",Opportunity to work on bleeding-edge projects     Work with a highly motivated and de...
Data Scientist | In App Information Technology,InApp,4.6,58,['Thiruvananthapuram'],Not disclosed,4-6 Yrs,11 Days Ago,"['Data Science', 'Natural Language Processing', 'Statistical Modeling', 'Machine Learning', 'Deep Learning', 'Application', 'Machine', 'Technology']","Masters in a STEM field such as Statistics, Math, Engineering, Information Systems, etc..."
Data Scientist,SK Finance,4.1,380,['Jaipur'],Not disclosed,4-8 Yrs,12 Days Ago,"['Data Science', 'Java', 'data sources', 'R', 'C++', 'C', 'Scala', 'data platform architecture']",Proven experience as a Data Scientist or Data AnalystExperience in data mining
Data Scientist,Devo,No rating,No reviews,['Noida'],Not disclosed,3-8 Yrs,12 Days Ago,"['Performance tuning', 'Security management', 'SOC', 'Debugging', 'Machine learning', 'Data quality', 'Analytics', 'Monitoring']",We are seeking a highly motivated Data Scientist/Machine learning engineer with a pr...
Data Scientist,Procter &amp; Gamble,4.2,1283,['Mumbai'],Not disclosed,2-5 Yrs,13 Days Ago,"['Unix', 'Supply chain', 'Computer science', 'C++', 'data science', 'Linux', 'Data management', 'Analytical']",Collaborating actively across functional partners and senior management to accomplish...
Data Scientist,Findability Sciences,4.0,20,"['Mumbai', 'Aurangabad']",Not disclosed,5-10 Yrs,13 Days Ago,"['Generative AI', 'forecasting', 'analysis', 'data scientist', 'Predictive Analytics', 'Algorithm Development', 'Reinforcement Learning', 'developing']","Proficient in time series forecasting, predictive analytics, propensity modelingExperie..."
Data Scientist,Head Infotech India,4.0,70,['Hyderabad'],Not disclosed,4-6 Yrs,14 Days Ago,"['Statistical analysis', 'B2C', 'Excel', 'E-commerce', 'Deployment', 'Gaming', 'Statistics', 'Supervision']",Deep understanding of key supervised and unsupervised ML algorithms - should be able to...
Data Scientist,Nexuslink Services,2.6,13,['Ahmedabad'],Not disclosed,2-10 Yrs,14 Days Ago,"['Computer vision', 'deep learning', 'Team leading', 'Image processing', 'Coding', 'Machine learning', 'Manager Technology', 'Data processing']","Mentor and coach junior developers, sharing your knowledge and experience to foster the..."
Data Scientist,CONTUS TECH,4.3,96,['Chennai'],Not disclosed,6-8 Yrs,14 Days Ago,"['Operations research', 'Version control', 'Business analysis', 'Analytical', 'Machine learning', 'Agile', 'Agile methodology', 'Project delivery']",". NLP Techniques: Proficient with RNN, LSTM, and attention-based models experience with..."
Data Scientist,Fluxwings Solutions Mumbai,No rating,No reviews,['Mumbai'],Not disclosed,2-7 Yrs,12 Days Ago,"['Data prediction', 'Data Analysis', 'Data Mining', 'Data Crunching', 'Analysis', 'Data']",Preferred candidate profile  3 or more years of experience in data science Advanced exp...
Data Scientist,PG,4.2,1283,['Mumbai'],Not disclosed,2-5 Yrs,10 Days Ago,"['Unix', 'Supply chain', 'Computer science', 'C++', 'data science', 'Linux', 'Data management', 'Analytical']","As a Data Scientist, youll be using Big Data and advanced analytics to direct the en..."
Quantitative Analyst / Data Scientist,Bestex Research,No rating,No reviews,['Bengaluru'],Not disclosed,0-3 Yrs,30+ Days Ago,"['Computer science', 'C++', 'Data management', 'Simulation', 'Data collection', 'market data', 'Analytics', 'SQL']",Collaborative mindset with strong independent research abilities . Bachelors in compute...
Data Scientist,IT consulting,No rating,No reviews,['Pune'],Not disclosed,3-8 Yrs,11 Days Ago,"['data scientist', 'NLP', 'RAG', 'LLM', 'Python', 'Natural language processing', 'Data']",Mandatory Skills : Data Scientist position.RAGLLM/SLMNLPFine-tuning LLMMLOpsPythonExpe...
Immediate opening For Data Scientist,venpa,No rating,No reviews,['Chennai'],Not disclosed,4-6 Yrs,14 Days Ago,"['Pytorch', 'Data Science', 'Tensorflow Serving', 'Microservice', 'Django', 'Java', 'AIML', 'Python']","Proficient understanding of code versioning tools, such as GitHub, Bitbucket, ADOLocati..."
Data Scientist / Data Engineer,Bizopp Management Consultants,No rating,No reviews,['Chennai'],10-12 Lacs PA,4-9 Yrs,5 Days Ago,"['deep learning', 'machine learning', 'Python', 'C++', 'R', 'NoSQL', 'data analysis', 'Data Scientist']","- Experience in Python, C++, R - Practical understanding of SQL and NoSQL databases - E..."
Data Scientist,Leading Client,No rating,No reviews,['Bengaluru'],Not disclosed,10-15 Yrs,10 Days Ago,"['Data Science', 'Tensorflow', 'Pytorch', 'Java', 'C++', 'Artificial Intelligence', 'Java Script', 'Go']",Work with the Core Finance Engineering team to identify the use cases under Central Fin...
AI Business - Sales Data Scientist,Leading Client,No rating,No reviews,['Bengaluru'],Not disclosed,3-7 Yrs,10 Days Ago,"['Python', 'technical support', 'data analysis', 'machine learning', 'artificial intelligence', 'sql', 'communication skills', 'Machine']",The ability to explain technical details in a language that can be understood by others...
IAM Data scientist/ Data Analyst,Treyas Infotech And Consulting,No rating,No reviews,['Bengaluru'],Not disclosed,4-6 Yrs,28 Days Ago,"['Django', 'Splunk', 'Python', 'Aware', 'APis', 'Web Framework', 'Data analysis', 'Data']",- knowledge of Splunk- Able to automate data flow from Splunk to DB (Aware on the APis)...
Data Scientist & Analyst,Itday,4.7,2,['Bengaluru'],Not disclosed,5-7 Yrs,30+ Days Ago,"['Computer science', 'C++', 'Data analysis', 'Simulation', 'Coding', 'MySQL', 'Machine learning', 'Javascript']","Experience using web services: Redshift, S3, Spark, DigitalOcean, etc. Excellent writte..."
Forecasting Analyst / Data Scientist,Locus It Services,1.6,12,['Bengaluru'],Not disclosed,2-7 Yrs,30+ Days Ago,"['BPO', 'Analyst', 'Statistical modeling', 'Process documentation', 'Analytical', 'Trend analysis', 'Budgeting', 'Forecasting']",. Should be flexible working in US shifts . Maintain process documentation and tweak as...
Data Scientist,Somet Consulting,No rating,No reviews,"['Gandhinagar', 'Ahmedabad', 'Vadodara']",15-30 Lacs PA,4-9 Yrs,2 Days Ago,"['Data Science', 'Predictive Modeling', 'Pyspark', 'Amazon Ec2', 'Logistic Regression', 'Natural Language Processing', 'Credit Risk Modelling', 'Machine Learning']","-build predictive models, machine learning algorithms & putting them into production -k..."
Python Developers and Data Scientists For HYD - WFO,Axycube Solutions,No rating,No reviews,['Hyderabad(Nanakramguda)'],15-25 Lacs PA,3-6 Yrs,6 Days Ago,"['CORE PYTHON', 'Pandas', 'Numpy', 'Python', 'Data Science', 'Science', 'Python Development', 'Development']",whatsapp @7676328677 DATA SCIENCE ENGINEERS : 4 To 6 yrs in Data Science .AI and ML wit...
Data Scientist,Response Informatics,3.7,21,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']",Not disclosed,0-5 Yrs,30+ Days Ago,"['deep learning', 'TDD', 'Deployment', 'Natural language processing', 'test driven development', 'MongoDB', 'SQL', 'Python']",Proficient with databases and data stores especially MongoDB and ElasticSearch  Profici...
Data Scientist,Data Collection Infotech,4.1,44,['Bengaluru'],Not disclosed,0-4 Yrs,30+ Days Ago,"['Logistic regression', 'Data analysis', 'Client servicing', 'Trend analysis', 'Data mining', 'Individual Contributor', 'SQL', 'Python']","Collaborate with other data analysts to provide development coverage, support . Desired..."
Data Scientist,Akaike Technologies,3.9,4,['Bengaluru'],Not disclosed,0-6 Yrs,30+ Days Ago,"['deep learning', 'Data analysis', 'GIT', 'Analytical', 'MySQL', 'Machine learning', 'data visualization', 'Data mining']",A Bachelor s degree  At least 1-year Deep learning experience  Tensorflow / Keras / Pyt...
Product Data Scientist,Sundial,No rating,No reviews,['Bengaluru'],Not disclosed,0-7 Yrs,30+ Days Ago,"['Economics', 'Analytical', 'Programming', 'Statistics', 'Data', 'Program', 'Analytics']",. We are open to all candidates from 0 to 7 years of experience
Data Scientist,Citriot,No rating,No reviews,['Bengaluru'],Not disclosed,0-2 Yrs,30+ Days Ago,"['Computer vision', 'C++', 'Image processing', 'Memory management', 'Neural networks', 'MySQL', 'Machine learning', 'Stored procedures']",. Masters / Bachelors with a focus on machine learning (deep learning) or image process...
Data Scientist: Artificial Intelligence,IBM,4.1,20301,['Bengaluru'],Not disclosed,3-7 Yrs,24 Days Ago,"['python', 'data analytics', 'artificial intelligence', 'tableau', 'ml', 'hive', 'algorithms', 'data analysis']","Your Role and ResponsibilitiesWork with broader team to build, analyze and improve the ..."
Generative AI Data Scientist,Genpact,3.9,27557,"['Hyderabad', 'Gurugram', 'Bengaluru']",Not disclosed,8-13 Yrs,18 Days Ago,"['Generative AI', 'LLM', 'Predictive Modeling', 'Natural Language Processing', 'Computer Vision', 'Machine Learning', 'Modeling', 'Predictive']","Expert level of understanding of NLP, NLU and Machine learning / Deep learning methods...."
Data Scientist,Volvo Financial Services,4.0,20,['Bengaluru'],Not disclosed,3-6 Yrs,30+ Days Ago,"['Automation', 'C++', 'Powertrain', 'Mechatronics', 'Simulation', 'Construction equipment', 'Simulink', 'MATLAB']",". You must have a proven experience in Data modelling Regression, Clustering, Neural Ne..."
Data Scientist,Flipkart,4.0,9808,"['Hybrid', 'Bengaluru(Kadubeesanahalli)']",20-30 Lacs PA,2-4 Yrs,19 Days Ago,"['Logistic Regression', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Natural Language Processing', 'Neural Networks', 'ML model', 'Computer Vision']",The responsible person should be able to communicate and collaborate with multiple stak...
